Input,INTENT
I don't need any more the issue has been resolved,cncl appt
Cancel transaction something cancel appointment,cncl appt
I don't need any help thank you,cncl appt
Cancel cancel the appointment we have here cancel,cncl appt
Do not need an appointment,cncl appt
No I like to cancel it,cncl appt
No no I want to cancel that I eyeballing the batteries and put the batteries in,cncl appt
I would like to cancel my appointment please correct it is back on at forty,cncl appt
Hi need to cancel appointment,cncl appt
Need to cancel year,cncl appt
No I don't need another appointment I have the Internet working now,cncl appt
I want to cancel the appointment we got the TV fixed,cncl appt
I'd like to cancel an appointment,cncl appt
I'm calling because I canceled,cncl appt
So could you cancel the technician,cncl appt
Bayshore Bayshore they get canceled,cncl appt
Yes I want to cancel that appointment because my TV came on,cncl appt
I don't need that I don't mean that one I mean the one today I have one today between five and six no one told me that they changed it,cncl appt
Need to cancel the service need to cancel the visit,cncl appt
Cancel card no not cancel not cancel previous menu,cncl appt
I need to call,cncl appt
Cancel call back,cncl appt
I don't have it security card just cancel the appointment that's all I need,cncl appt
Can I cancel an appointment,cncl appt
I need to cancel back the problem has been back,cncl appt
I have to cancel the appointment,cncl appt
I want to cancel spectrum,cncl appt
I want to cancel it cancel my account,cncl appt
I would like to cancel an appointment,cncl appt
Answering to cancel appointment,cncl appt
I would like to cancel that appointment please,cncl appt
I want to cancel it cancel,cncl appt
Problem is fixed I can cancel the appointment,cncl appt
Cancel account menu,cncl appt
I would like to have my appointment canceled,cncl appt
Nothing cancel nothing happens nice day appreciate you,cncl appt
Cancel please MADtv came on,cncl appt
About something in the mail but I don't need,cncl appt
My Internet is not working so I would like to cancel the appointment,cncl appt
You can't I don't need an appointment,cncl appt
I just want to cancel the appointment,cncl appt
Cancellation of service,cncl appt
Cancel my account,cncl appt
I don't need a technician now,cncl appt
I need to cancel got it figured out,cncl appt
I need to cancel an appointment I fixed a problem,cncl appt
W nobody here to let them and so I need to cancel it move it out,cncl appt
I need customer service to cancel appointment,cncl appt
To cancel,cncl appt
I don't know I need an appointment now,cncl appt
I would like to cancel my appointment for the sixteenth,cncl appt
I'd like to cancel for today,cncl appt
I would like to cancel that please,cncl appt
Cancel my service call,cncl appt
I need to cancel pullback,cncl appt
I want to cancel my appointment for tomorrow,cncl appt
I would like to cancel the TVs working,cncl appt
I want to cancel I want to cancel my appointment,cncl appt
I need to cancel my phone is not working my Internet came on,cncl appt
I wish to cancel it I found out what the trouble was and I don't need somebody to come out no,cncl appt
Cancel everything is working,cncl appt
Cancel cancel my appointment,cncl appt
I may not need it,cncl appt
Cancel technician,cncl appt
I may not need the appointment I want to check up on it,cncl appt
I need to cancel the weather,cncl appt
I want to cancel the phone is working,cncl appt
Oh I got the issue resolved and I would like to cancel the appointment,cncl appt
One three cancel the appointment I no longer need it,cncl appt
Channel unavailable,cncl appt
No I wanted to cancel the appointment,cncl appt
Like to cancel my appointment for tomorrow,cncl appt
Yes I want to cancel the appointment I fixed it myself,cncl appt
I'm calling to cancel,cncl appt
I need to cancel I need to cancel it,cncl appt
I don't need my appointment,cncl appt
I want to cancel that my TV is working now,cncl appt
Cancel eleven a.m.,cncl appt
R D TV problems straighten itself out and I need to cancel it,cncl appt
Cancel how I write last,cncl appt
You can cancel cancel that appointment,cncl appt
I canceled the appointment this morning,cncl appt
I don't know I need tech support,cncl appt
I am canceling canceling your appointment,cncl appt
Cancel appointment I fixed it,cncl appt
I need to cancel for emergency personal reasons,cncl appt
Oh I see no no TV so I don't previously canceled appointment,cncl appt
I need to cancel that our TV is working now internetworking,cncl appt
I need to I need to cancel my TV is working now,cncl appt
Cats you can't cancel appointment,cncl appt
I finally booted up and I want to cancel cancel it,cncl appt
I thought I had canceled my change my appointment for today,cncl appt
I want to cancel my service,cncl appt
I don't think it's trying to work again so I don't he doesn't need to show up tomorrow,cncl appt
That's fine you don't need to help,cncl appt
Everything seems to be working now so I'd like to cancel the appointment please,cncl appt
I got a message that was canceled,cncl appt
Please cancel my service has been restored,cncl appt
I want to cancel the appointment problem is the corrected buys friend of mine,cncl appt
I'd like to cancel it I got the TV working,cncl appt
I wanna cancel it I got my D V working okay,cncl appt
I think you should cancel it,cncl appt
No I don't need them to come Los Angeles County,cncl appt
Is there any cancellation for today,cncl appt
Cancel the plan,cncl appt
I would like to cancel back,cncl appt
The phone is working now so I don't need him to come down,cncl appt
I need to cancel the whole service,cncl appt
One to cancel the box I'm supposed to have service on,cncl appt
Cancel my appointment today,cncl appt
Could you cancel that,cncl appt
I need to cancel that appointment I don't need it now,cncl appt
I'd like to cancel that cancel,cncl appt
I'd like to cancel it we got the TV working,cncl appt
Canceling services,cncl appt
Need to cancel an appointment no longer needed,cncl appt
Cancel cable service,cncl appt
I want to cancel an appointment I got fifteen we working,cncl appt
Canceling canceling,cncl appt
I would like to cancel it I got the problem solved,cncl appt
Well I want to cancel it,cncl appt
If there's a cancellation can they come today,cncl appt
This morning I woke up and my TV came back on Shedde still come out here and check it or just cancel,cncl appt
I need to cancel my appointment to fix the problem already,cncl appt
My TV is working fine now I can cancel that appointment,cncl appt
I canceled the appointment early this morning,cncl appt
I'd like to cancel my appointment for today,cncl appt
No I just want to be sure that I cancel my appointment,cncl appt
We need to cancel it,cncl appt
Yes I need to cancel the appointment for the technician can we,cncl appt
I need to cancel because the Internet is been fixed,cncl appt
It may be that I need to cancel that appointment,cncl appt
I just want to cancel what I can't be here today,cncl appt
Problem solved need to cancel,cncl appt
Everything is working fine I would like to cancel appointment,cncl appt
No I need to can't I need to cancel that my line is fine now,cncl appt
I'm yes I'm calling I have to cancel that appointment,cncl appt
Cancel it for now,cncl appt
I'd like to cancel the appointment for today,cncl appt
I need to cancel it today I'm sick,cncl appt
Want to cancel cancel the appointment,cncl appt
Canceling appointment amendable is your name no one can get to the house,cncl appt
I would like to cancel cancel my appointment,cncl appt
I need to cancel the appointment because we got a charge back,cncl appt
I need to cancel that the TV came on,cncl appt
I want to cancel my appointment in debt I do not want her spectrum service,cncl appt
I want to cancel it TVs back working,cncl appt
Why is it canceled from today,cncl appt
Q I know I want to cancel it please,cncl appt
I need to cancel that appointment because everything has been resolved,cncl appt
I like to cancel that,cncl appt
I'm calling to cancel because I'm not gonna be able to be here,cncl appt
Would like to cancel appointment,cncl appt
Monica and I don't want a technician here,cncl appt
